traffic_mean,traffic_std,packet_rate,packet_variance,active_hosts,traffic_entropy,label
-59.833,6.221,2.4,38.697,12,3.343,0
-60.273,6.987,2.2,48.818,11,3.392,0
-61.5,6.317,2.4,39.909,12,3.405,0
-62.0,6.646,2.6,44.167,13,3.382,0
-55.0,5.0,1.0,25.0,5,3.299,0
-62.0,6.612,1.6,43.714,8,3.484,1
-63.0,5.721,2.4,32.727,12,3.367,0
-60.867,7.405,3.0,54.838,15,3.303,0
-63.2,5.594,2.0,31.289,10,3.348,0
-62.077,8.48,2.6,71.91,13,3.473,0
-66.545,5.698,2.2,32.473,11,3.312,0
-62.467,8.433,3.0,71.124,15,3.372,0
-64.375,5.706,1.6,32.554,8,3.424,0
-58.455,5.888,2.2,34.673,11,3.456,0
-60.6,6.401,3.0,40.971,15,3.399,0
-63.2,7.285,2.0,53.067,10,3.45,0
-63.333,6.928,1.8,48.0,9,3.324,0
-61.833,9.109,1.2,82.967,6,3.315,0
-61.4,6.95,1.0,48.3,5,3.361,0
-62.308,6.824,2.6,46.564,13,3.367,0
-58.333,5.148,1.8,26.5,9,3.291,0
-62.818,6.258,2.2,39.164,11,3.348,0
-62.25,6.756,1.6,45.643,8,3.392,0
-63.273,8.174,2.2,66.818,11,3.353,0
-32.375,5.303,3.2,28.117,16,3.425,1
-62.75,8.001,2.4,64.023,12,3.393,0
-62.8,8.075,1.0,65.2,5,3.247,0
-60.867,6.034,3.0,36.41,15,3.437,0
-61.571,7.85,1.4,61.619,7,3.356,0
-67.25,6.798,1.6,46.214,8,3.388,0
-61.667,8.292,1.8,68.75,9,3.302,0
-60.133,6.49,3.0,42.124,15,3.372,0
-61.214,9.431,2.8,88.951,14,3.36,0
-62.625,8.105,1.6,65.696,8,3.317,0
-60.917,6.331,2.4,40.083,12,3.365,1
-62.8,8.556,1.0,73.2,5,3.307,0
-56.6,8.325,1.0,69.3,5,3.45,0
-60.5,6.681,2.4,44.636,12,3.418,0
-66.0,7.906,2.6,62.5,13,3.363,0
-37.385,4.663,13.0,21.74,65,3.329,1
-60.8,7.37,3.0,54.314,15,3.479,0
-61.091,5.356,2.2,28.691,11,3.36,0
-65.9,3.479,2.0,12.1,10,3.304,0
-67.0,7.89,1.8,62.25,9,3.31,0
-62.143,8.207,2.8,67.363,14,3.337,0
-61.333,8.392,2.4,70.424,12,3.525,0
-37.36,4.631,15.0,21.45,75,3.294,1
-61.333,4.633,1.2,21.467,6,3.466,0
-64.857,7.105,1.4,50.476,7,3.477,0
-67.2,3.962,1.0,15.7,5,3.392,0
-62.8,7.596,1.0,57.7,5,3.278,0
-63.917,6.598,2.4,43.538,12,3.429,0
-59.571,7.593,2.8,57.648,14,3.424,0
-58.8,8.326,3.0,69.314,15,3.42,0
-37.054,4.445,11.2,19.761,56,3.321,1
-60.6,8.369,2.0,70.044,10,3.288,0
-64.143,7.08,2.8,50.132,14,3.443,0
-59.375,7.891,1.6,62.268,8,3.408,0
-60.167,7.987,2.4,63.788,12,3.316,0
-63.333,8.165,1.2,66.667,6,3.395,0
-64.25,9.147,2.4,83.659,12,3.453,0
-62.667,7.348,1.8,54.0,9,3.293,0
-58.3,6.734,2.0,45.344,10,3.352,0
-63.714,6.237,1.4,38.905,7,3.411,0
-62.0,8.803,1.0,77.5,5,3.302,0
-59.5,8.734,1.6,76.286,8,3.278,0
-32.077,3.662,2.6,13.41,13,3.411,1
-64.571,7.635,1.4,58.286,7,3.558,0
-63.769,7.939,2.6,63.026,13,3.471,0
-69.2,5.586,1.0,31.2,5,3.275,0
-62.333,8.239,2.4,67.879,12,3.365,0
-64.625,5.125,1.6,26.268,8,3.284,0
-34.667,4.677,2.4,21.879,12,3.412,1
-31.474,4.8,3.8,23.041,19,3.328,1
-59.625,9.913,1.6,98.268,8,3.391,0
-61.25,6.956,2.4,48.386,12,3.293,0
-61.4,7.168,2.0,51.378,10,3.434,0
-63.733,7.166,3.0,51.352,15,3.324,0
-37.724,4.873,11.6,23.747,58,3.308,1
-62.4,8.407,3.0,70.686,15,3.343,0
-62.6,7.162,1.0,51.3,5,3.306,0
-31.222,4.596,3.6,21.124,18,3.447,1
-59.333,4.638,2.4,21.515,12,3.328,1
-61.167,8.773,1.2,76.967,6,3.417,0
-60.286,6.207,2.8,38.527,14,3.36,0
-59.615,6.665,2.6,44.423,13,3.343,0
-62.667,8.43,1.2,71.067,6,3.364,0
-60.667,8.116,1.2,65.867,6,3.243,0
-63.5,5.191,2.0,26.944,10,3.407,0
-63.0,8.809,1.2,77.6,6,3.266,0
-31.85,4.977,4.0,24.766,20,3.407,1
-60.818,6.462,2.2,41.764,11,3.391,0
-32.556,4.681,3.6,21.908,18,3.448,1
-59.875,6.266,1.6,39.268,8,3.284,0
-64.0,9.018,1.4,81.333,7,3.351,0
-63.857,7.594,2.8,57.67,14,3.338,0
-61.091,6.804,2.2,46.291,11,3.404,0
-62.9,7.505,2.0,56.322,10,3.381,0
-66.222,8.686,1.8,75.444,9,3.408,0
-61.625,8.193,1.6,67.125,8,3.298,0
-58.333,5.715,1.2,32.667,6,3.343,0
-61.833,7.234,2.4,52.333,12,3.488,0
-59.0,4.313,2.2,18.6,11,3.363,1
-62.25,7.653,2.4,58.568,12,3.453,0
-66.357,8.741,2.8,76.401,14,3.317,0
-58.929,6.006,2.8,36.071,14,3.325,0
-62.0,4.957,1.6,24.571,8,3.262,1
-59.25,9.047,2.4,81.841,12,3.419,0
-63.556,7.038,1.8,49.528,9,3.396,0
-64.455,7.917,2.2,62.673,11,3.376,0
-61.333,8.666,3.0,75.095,15,3.293,0
-67.0,8.699,1.4,75.667,7,3.41,0
-61.429,9.829,1.4,96.619,7,3.308,0
-64.692,6.933,2.6,48.064,13,3.337,0
-63.5,8.229,1.6,67.714,8,3.377,0
-63.556,9.787,1.8,95.778,9,3.424,0
-32.846,4.758,2.6,22.641,13,3.343,1
-63.25,7.187,2.4,51.659,12,3.357,0
-58.5,6.442,1.2,41.5,6,3.35,0
-61.625,6.435,1.6,41.411,8,3.334,0
-64.143,8.092,1.4,65.476,7,3.391,0
-62.571,9.053,1.4,81.952,7,3.376,0
-62.0,7.537,1.2,56.8,6,3.341,0
-62.4,7.781,3.0,60.543,15,3.304,0
-65.615,6.789,2.6,46.09,13,3.289,0
-65.286,6.264,1.4,39.238,7,3.263,0
-57.727,4.962,2.2,24.618,11,3.284,0
-62.071,5.942,2.8,35.302,14,3.248,0
-61.733,6.861,3.0,47.067,15,3.341,0
-59.429,5.798,1.4,33.619,7,3.477,0
-69.0,3.697,1.4,13.667,7,3.374,0
-68.143,5.786,1.4,33.476,7,3.455,0
-70.0,6.442,1.0,41.5,5,3.447,0
-34.333,4.292,2.4,18.424,12,3.442,1
-62.6,4.98,1.0,24.8,5,3.303,0
-63.5,7.74,1.2,59.9,6,3.341,0
-31.167,5.501,3.6,30.265,18,3.325,1
-66.1,6.367,2.0,40.544,10,3.304,0
-63.8,9.094,1.0,82.7,5,3.48,0
-62.125,6.621,1.6,43.839,8,3.282,0
-61.75,8.084,1.6,65.357,8,3.462,0
-61.7,7.499,2.0,56.233,10,3.301,0
-64.3,7.832,2.0,61.344,10,3.393,0
-62.929,7.119,2.8,50.687,14,3.397,0
-65.538,6.253,2.6,39.103,13,3.299,0
-61.714,6.944,2.8,48.22,14,3.401,0
-62.714,8.261,1.4,68.238,7,3.458,0
-60.2,8.044,1.0,64.7,5,3.507,0
-63.091,7.176,2.2,51.491,11,3.43,0
-63.692,7.454,2.6,55.564,13,3.371,0
-60.556,6.492,3.6,42.144,18,3.375,1
-65.375,7.671,1.6,58.839,8,3.263,0
-66.857,5.728,1.4,32.81,7,3.392,0
-63.875,7.954,1.6,63.268,8,3.451,0
-61.733,7.206,3.0,51.924,15,3.487,0
-57.778,6.76,1.8,45.694,9,3.359,0
-69.25,5.833,2.4,34.023,12,3.39,0
-62.308,7.718,2.6,59.564,13,3.382,0
-64.0,7.012,2.6,49.167,13,3.435,0
-31.625,3.384,3.2,11.45,16,3.337,1
-63.9,6.35,2.0,40.322,10,3.437,0
-61.909,8.769,2.2,76.891,11,3.418,0
-57.25,7.126,1.6,50.786,8,3.426,0
-63.667,9.564,1.2,91.467,6,3.341,0
-61.636,6.801,2.2,46.255,11,3.429,0
-37.506,4.746,16.6,22.521,83,3.257,1
-64.5,5.808,2.4,33.727,12,3.418,0
-66.8,4.55,1.0,20.7,5,3.275,0
-63.091,8.312,2.2,69.091,11,3.35,0
-61.353,5.787,3.4,33.493,17,3.404,1
-60.625,8.911,1.6,79.411,8,3.299,0
-64.0,6.88,2.0,47.333,10,3.45,0
-62.0,8.728,2.4,76.182,12,3.389,0
-66.625,6.479,1.6,41.982,8,3.317,0
-64.111,6.716,1.8,45.111,9,3.276,0
-62.667,9.771,1.2,95.467,6,3.395,0
-30.263,4.569,3.8,20.871,19,3.398,1
-61.8,8.548,2.0,73.067,10,3.422,0
-70.0,4.796,1.0,23.0,5,3.333,0
-37.357,4.427,14.0,19.595,70,3.297,1
-61.125,8.526,1.6,72.696,8,3.502,0
-59.643,5.315,2.8,28.247,14,3.348,1
-63.6,8.385,1.0,70.3,5,3.335,0
-62.857,7.584,2.8,57.516,14,3.266,0
-37.333,4.563,14.4,20.817,72,3.3,1
-61.769,9.311,2.6,86.692,13,3.4,0
-62.6,8.735,1.0,76.3,5,3.361,0
-61.5,7.526,2.4,56.636,12,3.477,0
-61.7,8.001,2.0,64.011,10,3.376,0
-61.154,8.581,2.6,73.641,13,3.378,0
-60.111,7.817,1.8,61.111,9,3.376,0
-63.417,7.669,2.4,58.811,12,3.379,0
-61.5,9.411,1.6,88.571,8,3.298,0
-62.2,7.362,1.0,54.2,5,3.244,0
-66.556,7.535,1.8,56.778,9,3.357,0
-61.8,6.512,2.0,42.4,10,3.364,0
-65.0,7.118,1.4,50.667,7,3.391,0
-63.571,5.244,2.8,27.495,14,3.444,0
-59.091,5.856,2.2,34.291,11,3.339,1
-60.667,9.48,1.2,89.867,6,3.44,0
-66.25,5.898,1.6,34.786,8,3.487,0
-32.077,4.873,2.6,23.744,13,3.344,1
-63.4,7.356,3.0,54.114,15,3.374,0
-63.444,7.196,1.8,51.778,9,3.361,0
-57.273,7.577,2.2,57.418,11,3.417,0
-67.143,8.112,1.4,65.81,7,3.433,0
-59.571,6.085,2.8,37.033,14,3.319,0
-57.812,6.337,3.2,40.162,16,3.358,1
-64.0,8.134,2.6,66.167,13,3.374,0
-62.0,5.874,1.8,34.5,9,3.405,0
-63.286,7.72,2.8,59.604,14,3.35,0
-65.857,9.564,1.4,91.476,7,3.307,0
-64.083,8.867,2.4,78.629,12,3.379,0
-65.0,4.243,1.4,18.0,7,3.304,0
-58.917,8.185,2.4,66.992,12,3.328,0
-66.538,5.797,2.6,33.603,13,3.324,0
-63.636,9.047,2.2,81.855,11,3.349,0
-58.0,7.131,3.0,50.857,15,3.373,1
-64.25,6.386,1.6,40.786,8,3.353,0
-62.727,6.958,2.2,48.418,11,3.417,0
-61.417,6.802,2.4,46.265,12,3.394,0
-58.833,6.463,1.2,41.767,6,3.464,0
-62.625,8.847,1.6,78.268,8,3.431,0
-55.667,4.844,1.2,23.467,6,3.496,0
-59.333,7.314,1.8,53.5,9,3.473,0
-38.264,4.65,10.6,21.621,53,3.263,1
-66.286,8.686,2.8,75.451,14,3.424,0
-61.0,7.502,3.0,56.286,15,3.362,0
-63.625,6.14,1.6,37.696,8,3.338,0
-63.273,7.309,2.2,53.418,11,3.445,0
-59.267,4.992,3.0,24.924,15,3.358,0
-64.167,1.169,1.2,1.367,6,3.393,0
-59.636,7.298,2.2,53.255,11,3.296,0
-65.9,6.244,2.0,38.989,10,3.48,0
-62.125,8.56,1.6,73.268,8,3.299,0
-57.889,10.362,1.8,107.361,9,3.413,0
-62.857,8.254,2.8,68.132,14,3.381,0
-59.375,9.195,1.6,84.554,8,3.407,0
-63.0,6.564,2.4,43.091,12,3.396,0
-64.571,6.579,1.4,43.286,7,3.372,0
-62.308,5.105,2.6,26.064,13,3.514,0
-63.214,7.758,2.8,60.181,14,3.359,0
-63.308,8.087,2.6,65.397,13,3.432,0
-61.933,7.275,3.0,52.924,15,3.303,0
-63.571,7.822,2.8,61.187,14,3.316,0
-59.647,6.113,3.4,37.368,17,3.459,1
-58.6,5.32,1.0,28.3,5,3.538,0
-64.5,7.874,1.6,62.0,8,3.445,0
-66.25,9.939,1.6,98.786,8,3.432,0
-65.111,6.173,1.8,38.111,9,3.392,0
-62.846,6.731,2.6,45.308,13,3.447,0
-59.692,6.33,2.6,40.064,13,3.404,1
-64.556,7.091,1.8,50.278,9,3.406,0
-61.833,6.047,1.2,36.567,6,3.414,0
-60.8,7.887,1.0,62.2,5,3.333,0
-62.5,8.671,2.8,75.192,14,3.402,0
-64.75,8.084,1.6,65.357,8,3.351,0
-61.8,7.662,1.0,58.7,5,3.278,0
-57.5,5.551,2.4,30.818,12,3.481,0
-62.615,7.286,2.6,53.09,13,3.439,0
-62.6,6.041,2.0,36.489,10,3.467,0
-62.833,6.676,1.2,44.567,6,3.412,0
-68.0,3.78,1.6,14.286,8,3.35,0
-67.167,5.269,1.2,27.767,6,3.486,0
-62.5,8.357,2.0,69.833,10,3.268,0
-65.667,7.448,1.2,55.467,6,3.347,0
-63.875,9.804,1.6,96.125,8,3.351,0
-63.533,9.226,3.0,85.124,15,3.346,0
-58.2,5.797,3.0,33.6,15,3.344,0
-63.357,6.033,2.8,36.401,14,3.33,0
-29.176,3.644,3.4,13.279,17,3.372,1
-61.429,9.403,2.8,88.418,14,3.465,0
-64.714,7.432,1.4,55.238,7,3.348,0
-33.8,4.077,2.0,16.622,10,3.335,1
-63.333,8.595,1.2,73.867,6,3.392,0
-58.5,8.332,1.6,69.429,8,3.393,0
-60.9,7.094,2.0,50.322,10,3.261,0
-62.643,8.044,2.8,64.709,14,3.395,0
-33.316,4.854,3.8,23.561,19,3.345,1
-62.818,8.171,2.2,66.764,11,3.43,0
-59.0,6.396,2.4,40.909,12,3.318,1
-37.53,4.272,20.0,18.252,100,3.32,1
-66.5,6.317,1.2,39.9,6,3.238,0
-63.467,7.337,3.0,53.838,15,3.401,0
-37.531,4.814,12.8,23.174,64,3.298,1
-64.333,7.853,3.0,61.667,15,3.411,0
-70.5,4.66,1.6,21.714,8,3.338,0
-62.733,7.564,3.0,57.21,15,3.458,0
-62.333,5.612,1.8,31.5,9,3.441,0
-64.0,9.011,2.2,81.2,11,3.485,0
-64.0,7.368,3.0,54.286,15,3.41,0
-65.167,8.232,1.2,67.767,6,3.377,0
-64.143,7.188,2.8,51.67,14,3.229,0
-60.4,5.358,2.0,28.711,10,3.395,0
-65.143,8.047,2.8,64.747,14,3.358,0
-59.222,5.558,3.6,30.889,18,3.454,1
-64.8,7.331,3.0,53.743,15,3.284,0
-62.4,6.092,3.0,37.114,15,3.391,0
-62.429,9.253,1.4,85.619,7,3.367,0
-60.875,8.709,1.6,75.839,8,3.317,0
-63.0,9.899,1.2,98.0,6,3.421,0
-58.4,9.529,1.0,90.8,5,3.358,0
-61.923,8.077,2.6,65.244,13,3.448,0
-64.714,8.281,1.4,68.571,7,3.243,0
-62.2,6.979,1.0,48.7,5,3.331,0
-59.625,7.745,1.6,59.982,8,3.424,0
-66.714,5.823,1.4,33.905,7,3.285,0
-62.667,8.733,1.2,76.267,6,3.267,0
-64.0,7.566,1.8,57.25,9,3.292,0
-67.2,4.97,1.0,24.7,5,3.419,0
-58.786,6.727,2.8,45.258,14,3.399,0
-63.308,9.013,2.6,81.231,13,3.428,0
-64.067,6.933,3.0,48.067,15,3.38,0
-37.7,4.803,10.0,23.071,50,3.249,1
-65.556,9.812,1.8,96.278,9,3.357,0
-58.5,4.135,1.2,17.1,6,3.32,0
-61.571,7.723,2.8,59.648,14,3.368,0
-64.429,6.051,1.4,36.619,7,3.455,0
-37.854,4.378,16.4,19.164,82,3.296,1
-36.804,4.837,11.2,23.397,56,3.263,1
-63.214,7.018,2.8,49.258,14,3.358,0
-33.929,4.665,2.8,21.764,14,3.34,1
-60.4,8.444,1.0,71.3,5,3.239,0
-37.577,5.041,19.4,25.413,97,3.246,1
-63.8,6.668,3.0,44.457,15,3.439,0
-64.455,8.926,2.2,79.673,11,3.382,0
-33.7,6.111,2.0,37.344,10,3.292,1
-64.0,9.618,1.0,92.5,5,3.278,0
-61.714,9.087,1.4,82.571,7,3.35,0
-61.818,9.642,2.2,92.964,11,3.359,0
-62.25,7.888,1.6,62.214,8,3.372,0
-59.0,8.544,1.0,73.0,5,3.42,0
-61.8,9.081,3.0,82.457,15,3.383,0
-63.929,7.741,2.8,59.918,14,3.412,0
-60.571,6.188,1.4,38.286,7,3.368,0
-59.5,7.849,2.0,61.611,10,3.407,0
-67.0,7.45,1.0,55.5,5,3.364,0
-37.729,4.968,19.2,24.684,96,3.318,1
-60.0,5.859,1.4,34.333,7,3.348,0
-60.5,8.742,2.8,76.423,14,3.338,0
-60.556,5.077,1.8,25.778,9,3.34,0
-61.1,6.757,2.0,45.656,10,3.392,0
-61.333,8.927,2.4,79.697,12,3.387,0
-67.167,4.401,1.2,19.367,6,3.297,0
-64.889,5.947,1.8,35.361,9,3.229,0
-62.6,6.58,1.0,43.3,5,3.423,0
-37.878,4.96,14.8,24.601,74,3.296,1
-60.933,8.328,3.0,69.352,15,3.41,0
-62.667,8.411,1.8,70.75,9,3.399,0
-61.0,5.244,1.8,27.5,9,3.446,0
-65.857,5.551,1.4,30.81,7,3.345,0
-66.571,8.059,1.4,64.952,7,3.499,0
-62.214,7.287,2.8,53.104,14,3.35,0
-61.3,6.783,2.0,46.011,10,3.463,0
-63.5,8.053,1.6,64.857,8,3.315,0
-61.364,8.778,2.2,77.055,11,3.39,0
-62.333,8.078,1.8,65.25,9,3.408,0
-62.636,6.087,2.2,37.055,11,3.377,0
-64.4,8.444,1.0,71.3,5,3.45,0
-59.364,4.76,2.2,22.655,11,3.415,1
-60.167,7.885,1.2,62.167,6,3.417,0
-59.857,9.191,1.4,84.476,7,3.388,0
-64.364,7.58,2.2,57.455,11,3.349,0
-61.167,5.734,2.4,32.879,12,3.38,1
-61.706,4.089,3.4,16.721,17,3.323,1
-61.778,6.457,1.8,41.694,9,3.424,0
-64.111,7.737,1.8,59.861,9,3.569,0
-63.667,6.583,2.4,43.333,12,3.414,0
-66.222,7.775,1.8,60.444,9,3.208,0
-61.25,6.312,2.4,39.841,12,3.406,1
-56.562,5.465,3.2,29.862,16,3.381,1
-60.615,8.068,2.6,65.09,13,3.462,0
-65.583,6.186,2.4,38.265,12,3.405,0
-65.6,7.276,2.0,52.933,10,3.499,0
-64.875,9.326,1.6,86.982,8,3.451,0
-63.857,8.934,2.8,79.824,14,3.317,0
-62.6,6.586,2.0,43.378,10,3.462,0
-59.0,6.083,1.0,37.0,5,3.42,0
-63.429,4.117,1.4,16.952,7,3.429,0
-59.0,5.707,1.6,32.571,8,3.334,1
-66.583,6.802,2.4,46.265,12,3.341,0
-61.286,6.157,1.4,37.905,7,3.304,0
-62.222,8.121,1.8,65.944,9,3.399,0
-59.143,5.972,2.8,35.67,14,3.337,0
-31.667,4.774,2.4,22.788,12,3.417,1
-64.091,9.679,2.2,93.691,11,3.365,0
-60.0,9.209,1.2,84.8,6,3.439,0
-55.625,6.163,1.6,37.982,8,3.355,0
-57.5,7.502,1.6,56.286,8,3.364,0
-62.429,9.181,1.4,84.286,7,3.346,0
-57.647,6.164,3.4,37.993,17,3.299,1
-62.6,6.883,2.0,47.378,10,3.268,0
-63.364,5.626,2.2,31.655,11,3.457,0
-61.7,9.007,2.0,81.122,10,3.316,0
-66.0,8.626,1.2,74.4,6,3.448,0
-63.5,7.735,2.0,59.833,10,3.433,0
-63.4,7.956,1.0,63.3,5,3.389,0
-59.636,7.941,2.2,63.055,11,3.354,0
-59.0,7.468,2.0,55.778,10,3.288,0
-64.4,8.62,1.0,74.3,5,3.419,0
-62.625,9.68,1.6,93.696,8,3.409,0
-62.0,7.583,1.0,57.5,5,3.507,0
-64.273,7.417,2.2,55.018,11,3.321,0
-64.667,5.574,1.2,31.067,6,3.295,0
-61.769,8.238,2.6,67.859,13,3.436,0
-61.25,6.002,2.4,36.023,12,3.357,0
-61.167,7.026,1.2,49.367,6,3.29,0
-60.222,7.855,1.8,61.694,9,3.456,0
-62.077,5.515,2.6,30.41,13,3.356,0
-59.667,6.563,1.2,43.067,6,3.271,0
-65.0,8.803,1.0,77.5,5,3.536,0
-62.333,8.71,1.2,75.867,6,3.366,0
-64.667,6.282,1.2,39.467,6,3.412,0
-62.273,8.696,2.2,75.618,11,3.378,0
-63.571,6.63,2.8,43.956,14,3.371,0
-62.6,7.306,2.0,53.378,10,3.381,0
-59.889,8.536,1.8,72.861,9,3.326,0
-63.833,7.346,2.4,53.97,12,3.369,0
-59.9,7.078,2.0,50.1,10,3.566,1
-58.429,7.807,1.4,60.952,7,3.391,0
-58.455,5.716,2.2,32.673,11,3.39,0
-60.909,6.268,2.2,39.291,11,3.365,0
-61.0,6.439,2.4,41.455,12,3.29,1
-63.143,6.503,2.8,42.286,14,3.4,0
-65.583,8.284,2.4,68.629,12,3.417,0
-61.286,6.13,1.4,37.571,7,3.287,0
-63.538,5.897,2.6,34.769,13,3.362,0
-57.929,8.251,2.8,68.071,14,3.352,0
-37.836,4.262,14.6,18.167,73,3.289,1
-62.917,8.073,2.4,65.174,12,3.427,0
-70.333,4.844,1.2,23.467,6,3.341,0
-63.333,6.055,3.0,36.667,15,3.4,0
-64.214,4.264,2.8,18.181,14,3.322,0
-60.545,7.34,2.2,53.873,11,3.274,0
-58.8,6.07,2.0,36.844,10,3.481,0
-61.857,8.52,2.8,72.593,14,3.336,0
-57.8,4.917,2.0,24.178,10,3.358,0
-36.295,4.141,15.6,17.146,78,3.282,1
-61.929,9.327,2.8,86.995,14,3.465,0
-30.1,4.725,2.0,22.322,10,3.364,1
-61.6,2.302,1.0,5.3,5,3.328,0
-33.091,4.415,2.2,19.491,11,3.364,1
-68.857,5.367,1.4,28.81,7,3.326,0
-67.5,8.432,1.2,71.1,6,3.366,0
-55.667,4.967,1.2,24.667,6,3.366,0
-59.5,7.442,2.0,55.389,10,3.407,0
-60.625,7.444,1.6,55.411,8,3.352,0
-62.333,7.681,1.8,59.0,9,3.324,0
-60.875,5.592,1.6,31.268,8,3.32,0
-38.0,4.605,13.8,21.206,69,3.307,1
-63.5,6.804,1.2,46.3,6,3.49,0
-59.0,8.731,2.0,76.222,10,3.376,0
-65.0,5.933,2.2,35.2,11,3.351,0
-62.111,7.976,1.8,63.611,9,3.374,0
-65.071,6.318,2.8,39.918,14,3.374,0
-59.857,7.734,1.4,59.81,7,3.516,0
-60.545,9.191,2.2,84.473,11,3.443,0
-62.786,8.613,2.8,74.181,14,3.318,0
-63.857,6.517,1.4,42.476,7,3.352,0
-60.125,6.813,1.6,46.411,8,3.354,0
-61.125,9.418,1.6,88.696,8,3.301,0
-58.917,6.007,2.4,36.083,12,3.478,0
-64.143,8.047,2.8,64.747,14,3.353,0
-61.714,7.898,2.8,62.374,14,3.371,0
-66.667,5.046,1.2,25.467,6,3.342,0
-67.5,4.848,1.2,23.5,6,3.512,0
-59.143,9.045,1.4,81.81,7,3.392,0
-63.714,5.122,1.4,26.238,7,3.621,0
-58.875,5.608,3.2,31.45,16,3.429,1
-64.077,7.911,2.6,62.577,13,3.384,0
-61.75,8.464,1.6,71.643,8,3.341,0
-60.4,7.595,3.0,57.686,15,3.343,0
-61.857,5.521,1.4,30.476,7,3.391,0
-61.933,7.334,3.0,53.781,15,3.41,0
-62.786,8.135,2.8,66.181,14,3.321,0
-62.071,7.995,2.8,63.918,14,3.372,0
-65.875,11.09,1.6,122.982,8,3.299,0
-61.5,7.948,2.0,63.167,10,3.375,0
-64.2,7.253,3.0,52.6,15,3.345,0
-62.0,8.21,2.2,67.4,11,3.379,0
-62.0,8.752,2.2,76.6,11,3.323,0
-67.071,6.22,2.8,38.687,14,3.318,0
-59.5,5.947,2.4,35.364,12,3.368,0
-60.8,10.592,1.0,112.2,5,3.33,0
-58.778,4.631,1.8,21.444,9,3.374,0
-63.0,10.693,1.4,114.333,7,3.324,0
-62.6,6.423,3.0,41.257,15,3.454,0
-60.25,5.119,2.4,26.205,12,3.329,0
-36.313,4.42,16.6,19.535,83,3.323,1
-37.238,4.623,16.0,21.373,80,3.265,1
-60.786,6.727,2.8,45.258,14,3.389,0
-37.766,4.719,18.8,22.267,94,3.269,1
-59.714,7.342,1.4,53.905,7,3.374,0
-61.6,6.367,3.0,40.543,15,3.429,0
-64.583,8.317,2.4,69.174,12,3.471,0
-61.0,6.892,1.0,47.5,5,3.423,0
-62.846,7.581,2.6,57.474,13,3.36,0
-58.375,6.589,1.6,43.411,8,3.426,0
-61.273,6.574,2.2,43.218,11,3.419,0
-58.0,2.915,1.0,8.5,5,3.333,0
-63.5,8.385,1.2,70.3,6,3.447,0
-62.5,10.968,1.2,120.3,6,3.364,0
-60.0,4.899,1.0,24.0,5,3.48,0
-62.4,8.559,3.0,73.257,15,3.458,0
-64.25,7.63,1.6,58.214,8,3.372,0
-63.462,8.941,2.6,79.936,13,3.37,0
-60.0,8.27,1.2,68.4,6,3.366,0
-67.286,8.597,1.4,73.905,7,3.289,0
-62.083,6.403,2.4,40.992,12,3.402,0
-65.467,6.39,3.0,40.838,15,3.373,0
-65.333,8.756,1.2,76.667,6,3.392,0
-59.769,8.833,2.6,78.026,13,3.324,0
-65.6,7.537,1.0,56.8,5,3.328,0
-63.083,5.368,2.4,28.811,12,3.416,0
-61.167,7.808,1.2,60.967,6,3.269,0
-64.769,6.483,2.6,42.026,13,3.323,0
-64.643,9.17,2.8,84.093,14,3.303,0
-37.625,4.843,19.2,23.458,96,3.289,1
-66.0,4.87,1.6,23.714,8,3.465,0
-58.867,6.854,3.0,46.981,15,3.439,0
-61.286,7.184,2.8,51.604,14,3.416,0
-60.133,7.347,3.0,53.981,15,3.398,1
-67.182,4.119,2.2,16.964,11,3.382,0
-59.364,7.075,2.2,50.055,11,3.484,0
-57.2,6.68,2.0,44.622,10,3.435,0
-63.167,5.845,1.2,34.167,6,3.267,0
-58.9,7.249,2.0,52.544,10,3.36,0
-62.667,8.664,1.2,75.067,6,3.341,0
-66.222,7.546,1.8,56.944,9,3.357,0
-61.75,7.025,1.6,49.357,8,3.56,0
-31.867,4.224,3.0,17.838,15,3.354,1
-67.1,7.141,2.0,50.989,10,3.346,0
-64.385,5.253,2.6,27.59,13,3.369,0
-58.5,6.776,2.4,45.909,12,3.342,0
-56.5,5.968,2.0,35.611,10,3.424,0
-66.75,5.874,1.6,34.5,8,3.371,0
-62.5,9.04,1.6,81.714,8,3.405,0
-61.0,6.952,1.4,48.333,7,3.245,0
-63.231,6.247,2.6,39.026,13,3.37,0
-60.143,7.777,1.4,60.476,7,3.388,0
-61.6,10.294,3.0,105.971,15,3.353,0
-60.909,8.479,2.2,71.891,11,3.35,0
-68.417,6.557,2.4,42.992,12,3.406,0
-60.286,6.402,2.8,40.989,14,3.348,0
-31.5,3.503,2.8,12.269,14,3.518,1
-59.0,7.151,1.6,51.143,8,3.468,0
-32.833,5.113,3.6,26.147,18,3.372,1
-61.933,7.878,3.0,62.067,15,3.375,0
-62.929,7.437,2.8,55.302,14,3.41,0
-64.4,8.385,1.0,70.3,5,3.368,0
-66.0,5.715,2.6,32.667,13,3.392,0
-63.833,7.627,1.2,58.167,6,3.368,0
-58.375,6.886,1.6,47.411,8,3.391,0
-64.933,8.722,3.0,76.067,15,3.323,0
-57.833,4.956,1.2,24.567,6,3.368,0
-60.875,7.376,1.6,54.411,8,3.242,0
-59.7,8.26,2.0,68.233,10,3.349,1
-37.594,4.346,13.8,18.892,69,3.297,1
