traffic_mean,traffic_std,packet_rate,packet_variance,active_hosts,traffic_entropy,label,AI_MSE,AI_Prediction,Result,Distance_From_Threshold
-64.545,9.406,2.2,88.473,11,3.258,0,0.013652790142861547,0,Đúng,-0.09141220985713847
-37.765,4.626,17.0,21.396,85,3.302,1,4.7838506151460125,1,Đúng,4.678785615146013
-58.8,10.33,1.0,106.7,5,3.51,0,0.022131926044293277,0,Đúng,-0.08293307395570673
-61.545,8.275,2.2,68.473,11,3.339,0,0.0001547905422717931,0,Đúng,-0.1049102094577282
-61.375,9.531,1.6,90.839,8,3.278,0,0.009301176679515534,0,Đúng,-0.09576382332048447
-64.857,8.877,1.4,78.81,7,3.429,0,0.00269722939430811,0,Đúng,-0.1023677706056919
-66.75,6.519,1.6,42.5,8,3.411,0,0.004859108287595529,0,Đúng,-0.10020589171240447
-62.182,7.872,2.2,61.964,11,3.324,0,0.00029757987958229965,0,Đúng,-0.1047674201204177
-60.909,6.252,2.2,39.091,11,3.47,1,0.004989900830282166,0,Sai,-0.10007509916971784
-60.6,8.017,2.0,64.267,10,3.362,0,0.0004097366269655979,0,Đúng,-0.10465526337303441
-62.0,12.227,1.0,149.5,5,3.365,0,0.03490707179305542,0,Đúng,-0.07015792820694458
-62.214,8.487,2.8,72.027,14,3.375,0,0.002205808699855864,0,Đúng,-0.10285919130014415
-60.8,7.981,1.0,63.7,5,3.333,0,0.0015077149592942426,0,Đúng,-0.10355728504070576
-63.308,7.707,2.6,59.397,13,3.322,0,0.0005020057430564581,0,Đúng,-0.10456299425694354
-62.0,5.18,2.6,26.833,13,3.432,0,0.0034397457740690425,0,Đúng,-0.10162525422593097
-60.5,7.031,1.6,49.429,8,3.279,0,0.0012311810451359803,0,Đúng,-0.10383381895486403
-61.909,8.3,2.2,68.891,11,3.392,0,0.00023282086222484825,0,Đúng,-0.10483217913777516
-61.625,7.726,1.6,59.696,8,3.352,0,0.0007570607912798089,0,Đúng,-0.1043079392087202
-56.3,6.717,2.0,45.122,10,3.348,0,0.003905782027313971,0,Đúng,-0.10115921797268604
-60.5,8.894,1.2,79.1,6,3.464,0,0.007169839276985744,0,Đúng,-0.09789516072301427
-58.0,5.865,1.2,34.4,6,3.349,0,0.0031215185544632216,0,Đúng,-0.10194348144553679
-37.508,5.028,13.0,25.285,65,3.252,1,2.1860672490652857,1,Đúng,2.0810022490652855
-68.857,5.178,1.4,26.81,7,3.269,0,0.00909655549475804,0,Đúng,-0.09596844450524197
-60.0,8.347,2.6,69.667,13,3.32,0,0.0032916330437473044,0,Đúng,-0.1017733669562527
-62.0,8.0,1.8,64.0,9,3.329,0,0.001655038945830122,0,Đúng,-0.10340996105416989
-61.538,6.741,2.6,45.436,13,3.314,0,0.0018128531736132049,0,Đúng,-0.1032521468263868
-37.364,4.669,17.6,21.797,88,3.317,1,5.202635658697778,1,Đúng,5.097570658697778
-64.0,8.532,1.2,72.8,6,3.399,0,0.0008868382250368763,0,Đúng,-0.10417816177496313
-63.077,7.555,2.6,57.077,13,3.359,0,0.0005167110079590624,0,Đúng,-0.10454828899204094
-58.333,6.63,3.0,43.952,15,3.384,1,0.004211114318004341,0,Sai,-0.10085388568199566
-71.5,1.761,1.2,3.1,6,3.425,0,0.060941996008514236,0,Đúng,-0.04412300399148577
-63.929,8.48,2.8,71.918,14,3.275,0,0.004154436510473747,0,Đúng,-0.10091056348952626
-61.444,7.585,1.8,57.528,9,3.381,0,0.0010924911115458668,0,Đúng,-0.10397250888845413
-63.8,5.31,1.0,28.2,5,3.426,0,0.0035871943106440944,0,Đúng,-0.10147780568935591
-62.667,6.743,1.2,45.467,6,3.345,0,0.002923422585951073,0,Đúng,-0.10214157741404893
-62.286,5.298,2.8,28.066,14,3.411,1,0.004024400516943497,0,Sai,-0.1010405994830565
-37.598,4.706,17.4,22.15,87,3.255,1,5.190656350541163,1,Đúng,5.085591350541163
-59.667,7.365,1.8,54.25,9,3.342,0,0.0031582763260844648,0,Đúng,-0.10190672367391554
-38.184,4.082,17.4,16.663,87,3.286,1,5.127633342762045,1,Đúng,5.022568342762045
-63.8,6.221,1.0,38.7,5,3.392,0,0.0062128166751685455,0,Đúng,-0.09885218332483146
-38.169,4.742,16.6,22.483,83,3.298,1,4.518276826074143,1,Đúng,4.413211826074143
-67.25,5.029,2.4,25.295,12,3.308,0,0.009795842524812748,0,Đúng,-0.09526915747518726
-59.4,7.635,1.0,58.3,5,3.334,0,0.003588630474722663,0,Đúng,-0.10147636952527735
-37.561,4.939,16.4,24.397,82,3.261,1,4.385363256852334,1,Đúng,4.280298256852334
-62.857,8.037,2.8,64.593,14,3.433,0,0.0011599613333405608,0,Đúng,-0.10390503866665944
-59.0,8.099,2.2,65.6,11,3.38,0,0.002517437433756745,0,Đúng,-0.10254756256624326
-64.571,8.446,2.8,71.341,14,3.414,0,0.0010727559069509962,0,Đúng,-0.10399224409304901
-61.571,9.573,2.8,91.648,14,3.305,0,0.007790771779099027,0,Đúng,-0.09727422822090098
-62.0,8.185,2.2,67.0,11,3.393,0,0.0002022956126111643,0,Đúng,-0.10486270438738884
-61.067,7.146,3.0,51.067,15,3.337,0,0.0035958041369961694,0,Đúng,-0.10146919586300383
-62.267,8.86,3.0,78.495,15,3.308,0,0.004257114303705531,0,Đúng,-0.10080788569629448
-64.667,8.276,1.8,68.5,9,3.276,0,0.008794927579213645,0,Đúng,-0.09627007242078636
-64.5,7.036,2.8,49.5,14,3.403,0,0.0018272102417642231,0,Đúng,-0.10323778975823578
-58.583,7.763,2.4,60.265,12,3.511,0,0.014195456999024941,0,Đúng,-0.09086954300097506
-61.556,7.65,1.8,58.528,9,3.375,0,0.001158384333377935,0,Đúng,-0.10390661566662207
-63.733,8.868,3.0,78.638,15,3.412,0,0.004339948585835121,0,Đúng,-0.10072505141416488
-60.0,7.937,1.4,63.0,7,3.391,0,0.000881122160016927,0,Đúng,-0.10418387783998308
-63.583,8.586,2.4,73.72,12,3.405,0,0.0002973962840975058,0,Đúng,-0.1047676037159025
-62.333,7.685,1.2,59.067,6,3.392,0,0.0014759995579969592,0,Đúng,-0.10358900044200305
-60.0,6.964,1.0,48.5,5,3.278,0,0.0039586387382417754,0,Đúng,-0.10110636126175823
-63.0,7.733,2.2,59.8,11,3.338,0,0.000974800277378766,0,Đúng,-0.10409019972262123
-64.385,6.513,2.6,42.423,13,3.415,0,0.0020707461248350833,0,Đúng,-0.10299425387516492
-62.714,5.98,2.8,35.758,14,3.296,0,0.003951052042137312,0,Đúng,-0.10111394795786269
-57.6,6.257,2.0,39.156,10,3.347,0,0.002968763590110174,0,Đúng,-0.10209623640988984
-63.4,7.129,3.0,50.829,15,3.438,0,0.005373601267378192,0,Đúng,-0.09969139873262181
-58.857,6.359,2.8,40.44,14,3.337,0,0.005804505178897078,0,Đúng,-0.09926049482110293
-61.545,6.502,2.2,42.273,11,3.339,0,0.001349057727709795,0,Đúng,-0.10371594227229021
-65.0,8.124,2.6,66.0,13,3.256,0,0.004712194324492825,0,Đúng,-0.10035280567550718
-66.182,7.222,2.2,52.164,11,3.362,0,0.002310311022714757,0,Đúng,-0.10275468897728525
-61.417,7.192,2.4,51.72,12,3.355,0,0.00071141728050165,0,Đúng,-0.10435358271949835
-60.182,6.838,2.2,46.764,11,3.34,0,0.001552131385163829,0,Đúng,-0.10351286861483618
-63.25,8.049,1.6,64.786,8,3.41,0,0.0005204159487978627,0,Đúng,-0.10454458405120215
-64.625,8.847,1.6,78.268,8,3.41,0,0.0022648647872568236,0,Đúng,-0.10280013521274318
-62.727,8.174,2.2,66.818,11,3.421,0,0.0009492978794944976,0,Đúng,-0.10411570212050551
-62.636,8.078,2.2,65.255,11,3.418,0,0.0007848749641885767,0,Đúng,-0.10428012503581142
-55.75,4.464,1.6,19.929,8,3.338,0,0.008052395803469503,0,Đúng,-0.0970126041965305
-60.417,6.788,2.4,46.083,12,3.391,0,0.0017848020386881085,0,Đúng,-0.1032801979613119
-64.0,6.671,1.0,44.5,5,3.447,0,0.004888496370765391,0,Đúng,-0.10017650362923461
-60.067,6.408,3.0,41.067,15,3.411,0,0.0028076651035991245,0,Đúng,-0.10225733489640088
-59.2,9.011,1.0,81.2,5,3.536,0,0.015761631549705363,0,Đúng,-0.08930336845029464
-62.75,6.482,2.4,42.023,12,3.407,0,0.0014287584437880155,0,Đúng,-0.10363624155621198
-61.533,7.492,3.0,56.124,15,3.349,0,0.0034715964281540486,0,Đúng,-0.10159340357184596
-64.0,9.118,1.6,83.143,8,3.352,0,0.0007500459731039638,0,Đúng,-0.10431495402689604
-64.429,8.169,2.8,66.725,14,3.307,0,0.004945102524062894,0,Đúng,-0.10011989747593711
-62.25,8.413,1.6,70.786,8,3.359,0,0.000500666589204813,0,Đúng,-0.1045643334107952
-63.5,6.411,1.2,41.1,6,3.395,0,0.0035999202640525224,0,Đúng,-0.10146507973594748
-62.385,9.465,2.6,89.59,13,3.401,0,0.003933850624452104,0,Đúng,-0.1011311493755479
-63.167,7.849,2.4,61.606,12,3.353,0,0.000687089737645355,0,Đúng,-0.10437791026235466
-58.222,6.87,1.8,47.194,9,3.424,0,0.002827832293478464,0,Đúng,-0.10223716770652154
-61.8,9.073,3.0,82.314,15,3.487,0,0.004999883564745528,0,Đúng,-0.10006511643525448
-61.333,7.524,2.4,56.606,12,3.318,0,0.0016905556280141364,0,Đúng,-0.10337444437198587
-63.0,7.653,1.6,58.571,8,3.351,0,0.00031873535907094177,0,Đúng,-0.10474626464092907
-67.333,5.726,2.4,32.788,12,3.351,0,0.007329046520492997,0,Đúng,-0.097735953479507
-59.714,9.962,1.4,99.238,7,3.345,0,0.0036026117832247333,0,Đúng,-0.10146238821677528
-58.385,7.869,2.6,61.923,13,3.336,0,0.001439535727254477,0,Đúng,-0.10362546427274553
-37.5,4.678,13.2,21.885,66,3.274,1,2.293880638009034,1,Đúng,2.188815638009034
-56.333,6.154,1.2,37.867,6,3.245,0,0.012001977174710923,0,Đúng,-0.09306302282528908
-60.0,7.071,2.8,50.0,14,3.349,0,0.002686237798959459,0,Đúng,-0.10237876220104054
-65.4,5.629,3.0,31.686,15,3.532,0,0.02789187211084287,0,Đúng,-0.07717312788915713
-60.727,6.842,2.2,46.818,11,3.39,0,0.0007437318908136106,0,Đúng,-0.10432126810918639
-62.375,9.65,1.6,93.125,8,3.283,0,0.008790833793482283,0,Đúng,-0.09627416620651773
-62.0,7.828,2.4,61.273,12,3.296,0,0.00037488579741158315,0,Đúng,-0.10469011420258842
-60.833,7.414,1.2,54.967,6,3.363,0,0.0010361888606771434,0,Đúng,-0.10402881113932286
-38.571,4.672,12.6,21.829,63,3.306,1,2.02365855418159,1,Đúng,1.9185935541815902
-60.0,5.26,1.4,27.667,7,3.329,0,0.002902625889545785,0,Đúng,-0.10216237411045422
-59.5,6.804,1.2,46.3,6,3.415,0,0.0016969996776612156,0,Đúng,-0.1033680003223388
-61.0,6.399,3.6,40.941,18,3.363,1,0.0195644355007263,0,Sai,-0.0855005644992737
-62.333,7.005,1.2,49.067,6,3.317,0,0.0022958075622918177,0,Đúng,-0.10276919243770818
-68.778,6.3,1.8,39.694,9,3.408,0,0.014554243327348152,0,Đúng,-0.09051075667265185
-60.5,6.761,1.6,45.714,8,3.315,0,0.0008338213617620345,0,Đúng,-0.10423117863823797
-59.714,7.878,2.8,62.066,14,3.431,0,0.0034787389218731736,0,Đúng,-0.10158626107812684
-59.0,7.616,1.0,58.0,5,3.244,0,0.014904130146572025,0,Đúng,-0.09016086985342799
-62.429,7.683,2.8,59.033,14,3.418,0,0.0024539897522714606,0,Đúng,-0.10261101024772855
-59.643,6.652,2.8,44.247,14,3.37,1,0.0025406209219076604,0,Sai,-0.10252437907809235
-37.238,4.575,12.6,20.926,63,3.307,1,1.9704929418347072,1,Đúng,1.8654279418347073
-62.5,6.276,2.0,39.389,10,3.29,0,0.004277839811831407,0,Đúng,-0.10078716018816859
-62.8,8.687,3.0,75.457,15,3.303,0,0.003222905018644,0,Đúng,-0.101842094981356
-59.625,7.963,1.6,63.411,8,3.39,0,0.001463584701660391,0,Đúng,-0.10360141529833962
-65.5,4.601,2.0,21.167,10,3.426,0,0.006275016652304841,0,Đúng,-0.09878998334769516
-62.5,8.734,1.6,76.286,8,3.318,0,0.001056259369926831,0,Đúng,-0.10400874063007318
-60.357,7.899,2.8,62.401,14,3.38,0,0.00057286830780139,0,Đúng,-0.10449213169219862
-64.889,10.191,1.8,103.861,9,3.36,0,0.00838748496504267,0,Đúng,-0.09667751503495733
-61.545,8.583,2.2,73.673,11,3.338,0,0.0005061235600908534,0,Đúng,-0.10455887643990915
-63.0,9.402,2.2,88.4,11,3.323,0,0.003507604038639256,0,Đúng,-0.10155739596136075
-61.0,7.036,1.0,49.5,5,3.392,0,0.0006775605127185445,0,Đúng,-0.10438743948728146
-61.833,7.026,1.2,49.367,6,3.245,0,0.0029507974682805257,0,Đúng,-0.10211420253171948
-62.143,7.451,2.8,55.516,14,3.38,0,0.0003184829647634427,0,Đúng,-0.10474651703523656
-61.5,5.681,2.8,32.269,14,3.393,1,0.0025677964694011614,0,Sai,-0.10249720353059884
-62.857,7.559,1.4,57.143,7,3.413,0,0.0022616603860389564,0,Đúng,-0.10280333961396104
-60.471,5.832,3.4,34.015,17,3.378,1,0.009147664643541581,0,Sai,-0.09591733535645842
-63.308,7.994,2.6,63.897,13,3.335,0,0.0003518909980071389,0,Đúng,-0.10471310900199286
-64.0,5.148,1.0,26.5,5,3.272,0,0.007978083665399115,0,Đúng,-0.0970869163346009
-61.917,6.626,2.4,43.902,12,3.365,0,0.0006934402474802454,0,Đúng,-0.10437155975251976
-64.769,6.882,2.6,47.359,13,3.447,0,0.004947910959875619,0,Đúng,-0.10011708904012438
-62.167,9.368,1.2,87.767,6,3.319,0,0.0016791530442946273,0,Đúng,-0.10338584695570538
-62.25,7.956,2.4,63.295,12,3.39,0,0.0007315140012736429,0,Đúng,-0.10433348599872637
-62.364,7.004,2.2,49.055,11,3.366,0,0.00016934127405249236,0,Đúng,-0.10489565872594751
-64.333,6.411,3.0,41.095,15,3.432,0,0.004177537461174771,0,Đúng,-0.10088746253882523
-60.812,5.231,3.2,27.362,16,3.368,1,0.007748797653870911,0,Sai,-0.09731620234612909
-63.545,7.725,2.2,59.673,11,3.454,0,0.0018541820393536829,0,Đúng,-0.10321081796064632
-62.2,6.015,2.0,36.178,10,3.354,0,0.0029132438569889323,0,Đúng,-0.10215175614301107
-60.167,4.834,1.2,23.367,6,3.414,0,0.0019690167900556946,0,Đúng,-0.10309598320994431
-58.0,6.843,2.6,46.833,13,3.48,0,0.00974541082523528,0,Đúng,-0.09531958917476473
-57.857,7.712,1.4,59.476,7,3.369,0,0.005816546937784336,0,Đúng,-0.09924845306221566
-62.643,8.354,2.8,69.786,14,3.331,0,0.0010835179647464396,0,Đúng,-0.10398148203525356
-63.692,8.538,2.6,72.897,13,3.357,0,0.001808450018250876,0,Đúng,-0.10325654998174913
-64.667,9.46,1.8,89.5,9,3.441,0,0.005946308351364859,0,Đúng,-0.09911869164863514
-61.714,8.361,1.4,69.905,7,3.317,0,0.0001956420235890859,0,Đúng,-0.10486935797641092
-61.6,6.542,1.0,42.8,5,3.361,0,0.0024785966317321145,0,Đúng,-0.1025864033682679
-63.625,5.012,1.6,25.125,8,3.333,0,0.007704595810683008,0,Đúng,-0.09736040418931699
-65.364,7.606,2.2,57.855,11,3.43,0,0.0021983033524674207,0,Đúng,-0.10286669664753259
-64.1,7.81,2.0,60.989,10,3.305,0,0.001730065922269886,0,Đúng,-0.10333493407773012
-62.733,7.372,3.0,54.352,15,3.39,0,0.0019873324591310735,0,Đúng,-0.10307766754086893
-61.933,6.419,3.0,41.21,15,3.319,0,0.005627690172834876,0,Đúng,-0.09943730982716513
-31.125,4.815,3.2,23.183,16,3.353,1,0.20395781570617047,1,Đúng,0.09889281570617046
-62.143,8.971,1.4,80.476,7,3.326,0,0.00036529013573555327,0,Đúng,-0.10469970986426445
-67.75,6.251,1.6,39.071,8,3.486,0,0.006673754148291449,0,Đúng,-0.09839124585170855
-63.0,6.782,1.4,46.0,7,3.391,0,0.0012567783155795537,0,Đúng,-0.10380822168442046
-63.333,9.018,2.4,81.333,12,3.377,0,0.0020746179461025656,0,Đúng,-0.10299038205389743
-67.0,8.602,1.2,74.0,6,3.387,0,0.008162636855040118,0,Đúng,-0.09690236314495988
-62.333,7.815,1.2,61.067,6,3.488,0,0.001970914298770081,0,Đúng,-0.10309408570122992
-61.0,8.869,2.6,78.667,13,3.29,0,0.002481032880936663,0,Đúng,-0.10258396711906334
-62.0,9.511,2.8,90.462,14,3.424,0,0.005021637939188136,0,Đúng,-0.10004336206081187
-63.0,8.873,2.4,78.727,12,3.345,0,0.0014640472202567419,0,Đúng,-0.10360095277974327
-64.571,6.676,2.8,44.571,14,3.382,0,0.000506209408889457,0,Đúng,-0.10455879059111055
-63.4,7.619,2.0,58.044,10,3.408,0,0.0006284748882376675,0,Đúng,-0.10443652511176234
-37.205,4.771,17.6,22.762,88,3.289,1,5.258116459873128,1,Đúng,5.1530514598731285
-37.792,4.282,14.4,18.336,72,3.311,1,2.997151849351235,1,Đúng,2.8920868493512346
-61.125,6.128,1.6,37.554,8,3.465,0,0.0016338613606929557,0,Đúng,-0.10343113863930704
-62.333,5.68,1.2,32.267,6,3.389,0,0.001570901875709972,0,Đúng,-0.10349409812429003
-59.545,9.158,2.2,83.873,11,3.446,0,0.0065306597623482595,0,Đúng,-0.09853434023765174
-63.6,9.397,1.0,88.3,5,3.362,0,0.0037358964457492624,0,Đúng,-0.10132910355425075
-61.8,8.479,3.0,71.886,15,3.332,0,0.0017050703183309204,0,Đúng,-0.10335992968166909
-63.273,8.088,2.2,65.418,11,3.353,0,0.0008557301536772499,0,Đúng,-0.10420926984632276
-58.75,9.316,1.6,86.786,8,3.444,0,0.0141146248629861,0,Đúng,-0.0909503751370139
-57.0,3.162,1.0,10.0,5,3.389,0,0.015862089627669884,0,Đúng,-0.08920291037233012
-64.818,9.786,2.2,95.764,11,3.467,0,0.009008913475658534,0,Đúng,-0.09605608652434147
-62.4,6.768,1.0,45.8,5,3.303,0,0.0034336006271245855,0,Đúng,-0.10163139937287542
-59.583,8.284,2.4,68.629,12,3.452,0,0.004882220822097997,0,Đúng,-0.10018277917790201
-60.375,8.383,1.6,70.268,8,3.409,0,0.0028122394177952903,0,Đúng,-0.10225276058220471
-53.8,2.864,1.0,8.2,5,3.364,0,0.029425599867375803,0,Đúng,-0.0756394001326242
-63.429,8.437,2.8,71.187,14,3.372,0,0.0035764643267222926,0,Đúng,-0.10148853567327772
-61.8,7.163,3.0,51.314,15,3.349,0,0.003410079910586569,0,Đúng,-0.10165492008941343
-59.5,7.075,2.0,50.056,10,3.389,1,0.0014218124364530967,0,Sai,-0.10364318756354692
-60.0,8.203,3.0,67.286,15,3.483,0,0.005360493930038901,0,Đúng,-0.0997045060699611
-63.857,7.603,1.4,57.81,7,3.243,0,0.006365887708164924,0,Đúng,-0.09869911229183508
-60.5,7.994,2.4,63.909,12,3.315,0,0.0019182123426845046,0,Đúng,-0.1031467876573155
-59.0,8.264,1.6,68.286,8,3.337,0,0.002223985876680485,0,Đúng,-0.10284101412331952
-59.0,5.033,1.4,25.333,7,3.391,0,0.0021736907876214514,0,Đúng,-0.10289130921237856
-65.083,8.229,2.4,67.72,12,3.343,0,0.001995888423524443,0,Đúng,-0.10306911157647557
-61.133,6.278,3.0,39.41,15,3.293,0,0.004943340564917838,0,Đúng,-0.10012165943508217
-62.786,8.192,2.8,67.104,14,3.326,0,0.0007252663382384733,0,Đúng,-0.10433973366176154
-59.143,6.44,1.4,41.476,7,3.411,0,0.0024647988073045863,0,Đúng,-0.10260020119269542
-66.167,8.864,1.2,78.567,6,3.241,0,0.01915125708359962,0,Đúng,-0.08591374291640039
-61.867,7.936,3.0,62.981,15,3.354,0,0.0038090425611012834,0,Đúng,-0.10125595743889872
-65.5,6.025,1.2,36.3,6,3.29,0,0.0038244066899735083,0,Đúng,-0.1012405933100265
-63.375,9.023,1.6,81.411,8,3.429,0,0.0018652566499090747,0,Đúng,-0.10319974335009093
-67.909,4.867,2.2,23.691,11,3.444,0,0.014547073899598183,0,Đúng,-0.09051792610040182
-65.75,7.996,1.6,63.929,8,3.321,0,0.0004947503239838923,0,Đúng,-0.10457024967601611
-59.143,8.649,1.4,74.81,7,3.374,0,0.003440893576380319,0,Đúng,-0.10162410642361969
-62.333,7.762,1.8,60.25,9,3.377,0,0.001329204777159098,0,Đúng,-0.1037357952228409
-68.833,5.707,1.2,32.567,6,3.46,0,0.010217078694271067,0,Đúng,-0.09484792130572894
-67.8,7.19,1.0,51.7,5,3.421,0,0.0061627726745900535,0,Đúng,-0.09890222732540996
-66.0,8.485,1.0,72.0,5,3.419,0,0.006211836390074316,0,Đúng,-0.09885316360992569
-59.556,8.202,1.8,67.278,9,3.328,0,0.0008904238175113672,0,Đúng,-0.10417457618248864
-61.917,5.178,2.4,26.811,12,3.408,0,0.001212625401366773,0,Đúng,-0.10385237459863324
-65.727,8.99,2.2,80.818,11,3.379,0,0.001753349384946019,0,Đúng,-0.10331165061505398
-60.833,7.167,1.2,51.367,6,3.343,0,0.0009057665350340948,0,Đúng,-0.10415923346496592
-64.5,7.934,2.0,62.944,10,3.304,0,0.00318546296101861,0,Đúng,-0.1018795370389814
-63.583,7.379,2.4,54.447,12,3.379,0,0.0005496136225758497,0,Đúng,-0.10451538637742415
-61.875,5.693,1.6,32.411,8,3.426,0,0.0017256062801287344,0,Đúng,-0.10333939371987128
-57.375,5.125,1.6,26.268,8,3.43,0,0.0048609916302889125,0,Đúng,-0.10020400836971109
-59.3,6.634,2.0,44.011,10,3.391,0,0.001103203548078834,0,Đúng,-0.10396179645192118
-64.667,7.715,3.0,59.524,15,3.352,0,0.004893132723393984,0,Đúng,-0.10017186727660603
-65.667,8.779,1.2,77.067,6,3.361,0,0.0024610927519546928,0,Đúng,-0.10260390724804531
-59.071,6.696,2.8,44.841,14,3.392,0,0.0028808138763860938,0,Đúng,-0.10218418612361391
-61.571,9.235,1.4,85.286,7,3.399,0,0.0016495985723774629,0,Đúng,-0.10341540142762254
-64.0,8.544,1.4,73.0,7,3.391,0,0.0007553029520142654,0,Đúng,-0.10430969704798573
-65.444,6.56,1.8,43.028,9,3.34,0,0.0014861904165705722,0,Đúng,-0.10357880958342944
-55.4,3.912,1.0,15.3,5,3.361,0,0.010961708387185966,0,Đúng,-0.09410329161281404
-61.5,8.733,2.8,76.269,14,3.385,0,0.0033364497675966685,0,Đúng,-0.10172855023240333
-64.667,7.211,1.8,52.0,9,3.278,0,0.0015891214436431333,0,Đúng,-0.10347587855635687
-59.733,7.372,3.0,54.352,15,3.432,0,0.0019267121064816684,0,Đúng,-0.10313828789351834
-33.462,5.607,2.6,31.436,13,3.369,1,0.21177010669560406,1,Đúng,0.10670510669560405
-65.25,6.326,2.4,40.023,12,3.379,0,0.0031617739917505633,0,Đúng,-0.10190322600824944
-60.385,7.343,2.6,53.923,13,3.338,1,0.0019720605737010553,0,Sai,-0.10309293942629895
-58.5,9.103,1.6,82.857,8,3.263,0,0.0044615448459053115,0,Đúng,-0.10060345515409469
-59.467,7.298,3.0,53.267,15,3.406,0,0.0009757948501922649,0,Đúng,-0.10408920514980774
-64.929,6.427,2.8,41.302,14,3.325,0,0.0024123250704626703,0,Đúng,-0.10265267492953734
-57.0,3.808,1.0,14.5,5,3.426,0,0.008474807208226458,0,Đúng,-0.09659019279177355
-61.714,5.837,2.8,34.066,14,3.329,1,0.005300824951090012,0,Sai,-0.09976417504891
-68.417,3.476,2.4,12.083,12,3.366,0,0.022427778254366912,0,Đúng,-0.0826372217456331
-58.9,4.04,2.0,16.322,10,3.29,0,0.012380685316004919,0,Đúng,-0.09268431468399509
-63.6,8.961,1.0,80.3,5,3.45,0,0.005740684851166418,0,Đúng,-0.09932431514883358
-61.333,8.091,1.2,65.467,6,3.439,0,0.002349281475171622,0,Đúng,-0.10271571852482839
-64.8,6.979,1.0,48.7,5,3.364,0,0.003569854373178336,0,Đúng,-0.10149514562682167
-65.417,8.039,2.4,64.629,12,3.397,0,0.0005914155997199516,0,Đúng,-0.10447358440028005
-60.8,4.266,1.0,18.2,5,3.331,0,0.0064733677351459734,0,Đúng,-0.09859163226485403
-63.7,9.178,2.0,84.233,10,3.287,0,0.00689498100895639,0,Đúng,-0.09817001899104362
-60.667,11.075,1.2,122.667,6,3.414,0,0.008334910938377604,0,Đúng,-0.0967300890616224
-67.143,5.146,1.4,26.476,7,3.347,0,0.0030165368445355567,0,Đúng,-0.10204846315546445
-61.0,6.519,1.0,42.5,5,3.247,0,0.0031319757572605255,0,Đúng,-0.10193302424273948
-67.273,4.714,2.2,22.218,11,3.379,0,0.007239597314111495,0,Đúng,-0.0978254026858885
-34.615,4.032,2.6,16.256,13,3.38,1,0.09484357832871355,0,Sai,-0.010221421671286451
-58.0,7.483,1.8,56.0,9,3.456,0,0.003362969055279609,0,Đúng,-0.1017020309447204
-62.333,8.261,1.8,68.25,9,3.358,0,0.0011924696380260556,0,Đúng,-0.10387253036197396
-37.892,4.776,14.8,22.81,74,3.308,1,3.2552945743325647,1,Đúng,3.1502295743325646
-63.857,7.712,1.4,59.476,7,3.287,0,0.004018982378261689,0,Đúng,-0.10104601762173832
-62.5,7.845,2.4,61.545,12,3.319,0,0.0004040098460294247,0,Đúng,-0.10466099015397058
-37.274,4.342,16.8,18.852,84,3.307,1,4.581838276427823,1,Đúng,4.476773276427823
-64.545,7.828,2.2,61.273,11,3.337,0,0.000434903342368964,0,Đúng,-0.10463009665763104
-62.636,8.801,2.2,77.455,11,3.365,0,0.002608354872239217,0,Đúng,-0.10245664512776079
-68.3,6.567,2.0,43.122,10,3.411,0,0.014359148399025698,0,Đúng,-0.0907058516009743
-65.067,8.233,3.0,67.781,15,3.353,0,0.007723484349480268,0,Đúng,-0.09734151565051974
-62.167,8.232,1.2,67.767,6,3.366,0,0.0006631716421291583,0,Đúng,-0.10440182835787085
-64.286,7.994,1.4,63.905,7,3.324,0,0.0009028758772948686,0,Đúng,-0.10416212412270513
-61.538,8.263,2.6,68.269,13,3.382,0,0.0017102912801245653,0,Đúng,-0.10335470871987544
-63.533,7.809,3.0,60.981,15,3.294,0,0.003456887301296147,0,Đúng,-0.10160811269870386
-62.929,7.109,2.8,50.533,14,3.354,0,0.0016122261402859563,0,Đúng,-0.10345277385971405
-61.083,5.648,2.4,31.902,12,3.302,0,0.004282399244700242,0,Đúng,-0.10078260075529977
-60.5,4.209,1.6,17.714,8,3.375,0,0.005692932100843081,0,Đúng,-0.09937206789915692
-56.2,3.347,1.0,11.2,5,3.48,0,0.014408923836801453,0,Đúng,-0.09065607616319855
-63.286,10.323,1.4,106.571,7,3.366,0,0.006512262322662901,0,Đúng,-0.0985527376773371
-37.145,3.908,12.4,15.274,62,3.279,1,1.9266117221332497,1,Đúng,1.8215467221332498
-58.286,7.322,2.8,53.604,14,3.329,1,0.004276960243322771,0,Sai,-0.10078803975667723
-37.905,4.731,19.0,22.385,95,3.266,1,6.554849399758388,1,Đúng,6.449784399758388
-64.818,6.94,2.2,48.164,11,3.492,0,0.006281781881348854,0,Đúng,-0.09878321811865115
-62.545,7.555,2.2,57.073,11,3.255,0,0.003444484142950125,0,Đúng,-0.10162051585704988
-64.875,7.605,1.6,57.839,8,3.371,0,0.00111013464773109,0,Đúng,-0.10395486535226892
-63.917,7.845,2.4,61.538,12,3.378,0,0.0003520041829080077,0,Đúng,-0.104712995817092
-64.667,9.028,1.8,81.5,9,3.34,0,0.0009590296477334226,0,Đúng,-0.10410597035226658
